ID,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,DAYS_BIRTH,DAYS_EMPLOYED,FLAG_MOBIL,FLAG_WORK_PHONE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS
5013200,M,N,N,0,195500.0,Working,Higher education,Married,With parents,-24770,-560,1,0,0,0,nan,2
5013201,M,N,Y,0,137200.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-23781,-170,1,0,0,0,Core staff,2
5013202,M,Y,N,0,86300.0,Working,Higher education,Married,House / apartment,-16409,-494,1,0,0,0,Laborers,2
5013203,M,Y,N,4,104000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-16783,-3851,1,1,0,0,Sales staff,6
5013204,M,N,Y,0,56000.0,Pensioner,Secondary / secondary special,Separated,House / apartment,-14867,365243,1,0,1,0,Drivers,1
5013205,F,N,Y,0,46600.0,Working,Higher education,Married,House / apartment,-18545,-384,1,0,0,0,Sales staff,2
5013206,M,Y,Y,3,99900.0,State servant,Incomplete higher,Married,House / apartment,-9916,-359,1,0,0,0,Laborers,5
5013207,M,N,Y,0,27000.0,Pensioner,Secondary / secondary special,Married,With parents,-8407,365243,1,0,0,1,Managers,2
5013208,F,Y,Y,2,58000.0,Pensioner,Secondary / secondary special,Married,With parents,-9679,365243,1,0,0,0,Core staff,4
5013209,F,Y,Y,0,73900.0,Commercial associate,Higher education,Married,House / apartment,-13206,-129,1,0,0,0,Accountants,2
5013210,F,N,N,0,70200.0,Pensioner,Secondary / secondary special,Married,Rented apartment,-12271,365243,1,0,1,0,Laborers,2
5013211,M,N,Y,1,34700.0,Student,Higher education,Married,Rented apartment,-10047,-1636,1,1,1,1,nan,3
5013212,M,Y,Y,4,40600.0,Pensioner,Higher education,Civil marriage,House / apartment,-17930,365243,1,0,0,0,Cooking staff,6
5013213,F,N,Y,0,46400.0,Working,Higher education,Married,House / apartment,-11408,-239,1,0,0,0,Cooking staff,2
5013214,M,Y,N,2,177600.0,Commercial associate,Higher education,Civil marriage,House / apartment,-8267,-1608,1,0,1,0,Medicine staff,4
5013215,M,Y,Y,0,70300.0,Working,Secondary / secondary special,Married,Rented apartment,-16383,-1047,1,0,1,0,High skill tech staff,2
5013216,F,Y,N,0,168000.0,State servant,Secondary / secondary special,Married,House / apartment,-16905,-1740,1,0,1,0,Laborers,2
5013217,F,Y,Y,0,44100.0,State servant,Secondary / secondary special,Married,House / apartment,-24038,-143,1,1,1,0,High skill tech staff,2
5013218,M,N,N,2,81600.0,Commercial associate,Secondary / secondary special,Widow,With parents,-21231,-2346,1,0,0,0,Accountants,3
5013219,F,N,Y,0,27000.0,Pensioner,Incomplete higher,Civil marriage,House / apartment,-10943,365243,1,0,0,0,Laborers,2
5013220,M,Y,N,0,107900.0,State servant,Higher education,Married,Office apartment,-21526,-3992,1,0,0,0,Drivers,2
5013221,M,N,N,2,106600.0,Working,Secondary / secondary special,Single / not married,House / apartment,-20470,-1949,1,0,0,0,Managers,3
5013222,M,N,Y,0,69600.0,Commercial associate,Incomplete higher,Married,House / apartment,-22422,-320,1,0,0,0,Managers,2
5013223,M,N,Y,0,54500.0,Working,Higher education,Single / not married,With parents,-9548,-1474,1,1,0,1,Core staff,1
5013224,M,N,Y,0,39900.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-24668,365243,1,0,1,1,Accountants,1
5013225,F,Y,N,1,65600.0,Working,Secondary / secondary special,Married,Office apartment,-18473,-398,1,0,0,0,nan,3
5013226,F,N,N,0,71100.0,Commercial associate,Higher education,Single / not married,House / apartment,-12665,-2307,1,0,0,0,Medicine staff,1
5013227,F,N,Y,2,118900.0,Working,Higher education,Married,Office apartment,-24926,-3573,1,0,0,1,Sales staff,4
5013228,M,N,Y,0,59200.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-12678,-217,1,0,0,0,nan,2
5013229,M,N,Y,0,31200.0,Working,Secondary / secondary special,Married,House / apartment,-12465,-385,1,0,0,0,Sales staff,2
5013230,M,Y,Y,2,65200.0,Working,Secondary / secondary special,Married,House / apartment,-16252,-508,1,0,1,1,Core staff,4
5013231,M,N,Y,0,58100.0,Working,Secondary / secondary special,Married,House / apartment,-13950,-1240,1,0,0,0,nan,2
5013232,M,Y,Y,3,50700.0,Commercial associate,Secondary / secondary special,Married,Rented apartment,-8082,-10,1,1,1,0,Medicine staff,5
5013233,F,Y,Y,0,99500.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-19059,-2823,1,0,0,0,Medicine staff,1
5013234,F,Y,Y,0,30700.0,Working,Secondary / secondary special,Married,House / apartment,-16810,-267,1,0,0,0,Laborers,2
5013235,F,N,Y,0,108500.0,Commercial associate,Secondary / secondary special,Single / not married,Rented apartment,-18973,-588,1,0,0,0,Core staff,1
5013236,F,Y,Y,0,90100.0,Commercial associate,Secondary / secondary special,Civil marriage,Rented apartment,-15329,-4045,1,0,1,0,Laborers,2
5013237,F,N,Y,0,56800.0,Working,Secondary / secondary special,Married,With parents,-17911,-3664,1,0,0,0,Medicine staff,2
5013238,M,Y,Y,0,43700.0,Working,Higher education,Married,House / apartment,-12472,-2000,1,0,0,0,Core staff,2
5013239,M,N,N,0,27000.0,Pensioner,Higher education,Widow,House / apartment,-22509,365243,1,0,0,0,Laborers,1
5013240,M,Y,N,0,108700.0,Working,Secondary / secondary special,Single / not married,House / apartment,-25212,-1602,1,0,0,0,Core staff,1
5013241,F,N,N,0,63900.0,Working,Lower secondary,Married,House / apartment,-24688,-1089,1,0,0,0,High skill tech staff,2
5013242,F,N,Y,0,27000.0,Student,Incomplete higher,Married,House / apartment,-7891,-370,1,0,0,0,Managers,2
5013243,M,N,N,0,90900.0,Commercial associate,Secondary / secondary special,Widow,Office apartment,-20062,-5126,1,1,0,0,nan,1
5013244,F,Y,Y,0,64700.0,Working,Secondary / secondary special,Married,House / apartment,-19200,-5028,1,0,1,0,Sales staff,2
5013245,F,N,Y,1,172600.0,Commercial associate,Higher education,Single / not married,House / apartment,-24940,-4827,1,0,1,0,Security staff,2
5013246,M,N,Y,1,39500.0,Pensioner,Secondary / secondary special,Married,With parents,-21704,365243,1,1,0,0,Drivers,3
5013247,M,N,N,1,73900.0,Pensioner,Secondary / secondary special,Married,Municipal apartment,-11767,365243,1,0,0,0,Accountants,3
5013248,M,Y,N,0,66300.0,Working,Secondary / secondary special,Separated,Office apartment,-25133,-4954,1,0,0,1,Laborers,1
5013249,F,N,Y,0,43000.0,Working,Incomplete higher,Married,With parents,-8575,-2046,1,0,1,1,Accountants,2
5013250,M,Y,Y,0,113000.0,Commercial associate,Higher education,Married,House / apartment,-12735,-366,1,0,0,0,Laborers,2
5013251,F,N,N,2,126500.0,Working,Secondary / secondary special,Married,House / apartment,-15453,-4158,1,0,1,0,Accountants,4
5013252,M,N,N,0,115500.0,State servant,Secondary / secondary special,Single / not married,House / apartment,-16886,-1732,1,1,0,0,Managers,1
5013253,F,Y,N,0,84200.0,Working,Higher education,Married,House / apartment,-20326,-1701,1,1,1,0,Core staff,2
5013254,F,N,Y,0,114600.0,Working,Secondary / secondary special,Married,House / apartment,-15878,-236,1,0,0,0,Managers,2
5013255,F,N,Y,3,82900.0,State servant,Secondary / secondary special,Married,Municipal apartment,-21710,-4140,1,1,1,0,Security staff,5
5013256,F,N,Y,1,75900.0,Working,Secondary / secondary special,Married,House / apartment,-8931,-980,1,1,1,0,Laborers,3
5013257,F,Y,N,0,37700.0,Working,Higher education,Married,House / apartment,-23768,-509,1,0,1,0,Laborers,2
5013258,F,N,N,0,100600.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,-17033,-3992,1,0,0,0,Managers,1
5013259,M,N,Y,2,144100.0,Working,Academic degree,Married,House / apartment,-21097,-334,1,0,0,0,High skill tech staff,4
5013260,F,Y,Y,0,27000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-23330,365243,1,0,1,0,Sales staff,2
5013261,M,Y,N,0,40500.0,Working,Secondary / secondary special,Married,Municipal apartment,-25378,-1573,1,0,0,0,Core staff,2
5013262,M,N,N,1,63100.0,Working,Secondary / secondary special,Married,With parents,-16876,-4828,1,0,0,1,Laborers,3
5013263,F,Y,N,0,39700.0,Working,Higher education,Married,House / apartment,-16958,-1195,1,0,0,1,Laborers,2
5013264,M,N,Y,0,124400.0,Commercial associate,Lower secondary,Married,House / apartment,-18601,-435,1,0,1,0,Laborers,2
5013265,F,Y,N,0,33600.0,Working,Higher education,Married,Rented apartment,-18148,-1719,1,0,1,0,Cooking staff,2
5013266,F,Y,N,2,99300.0,Working,Academic degree,Single / not married,House / apartment,-19086,-1965,1,1,1,0,Laborers,3
5013267,M,N,Y,0,74700.0,Pensioner,Higher education,Separated,Rented apartment,-12452,365243,1,0,0,0,Core staff,1
5013268,F,N,N,2,103200.0,State servant,Higher education,Married,Rented apartment,-18155,-3350,1,0,1,0,nan,4
5013269,M,N,Y,1,92300.0,Commercial associate,Secondary / secondary special,Single / not married,Rented apartment,-9178,-2703,1,0,1,0,nan,2
5013270,M,N,N,3,93000.0,Working,Secondary / secondary special,Married,Municipal apartment,-18255,-1686,1,1,0,0,Laborers,5
5013271,M,N,N,2,54400.0,Commercial associate,Secondary / secondary special,Married,Rented apartment,-15636,-5245,1,0,1,0,Drivers,4
5013272,F,Y,Y,0,102700.0,Commercial associate,Academic degree,Married,House / apartment,-19006,-4531,1,1,0,0,High skill tech staff,2
5013273,F,N,N,0,36000.0,Pensioner,Secondary / secondary special,Married,Municipal apartment,-13794,365243,1,0,1,0,Laborers,2
5013274,F,Y,Y,1,71000.0,Pensioner,Higher education,Married,House / apartment,-18428,365243,1,1,1,0,Accountants,3
5013275,F,N,N,1,105700.0,State servant,Secondary / secondary special,Single / not married,Municipal apartment,-9564,-3120,1,0,1,0,nan,2
5013276,M,Y,N,0,33000.0,Pensioner,Secondary / secondary special,Married,With parents,-9280,365243,1,1,1,0,Sales staff,2
5013277,M,Y,Y,2,85700.0,Working,Secondary / secondary special,Married,House / apartment,-22591,-6933,1,0,0,0,Managers,4
5013278,F,N,N,0,109100.0,Commercial associate,Higher education,Single / not married,With parents,-20794,-143,1,0,0,0,High skill tech staff,1
5013279,F,Y,Y,0,38400.0,Pensioner,Secondary / secondary special,Married,House / apartment,-15448,365243,1,0,0,0,Accountants,2
5013280,M,Y,Y,1,48000.0,Pensioner,Secondary / secondary special,Married,Office apartment,-24745,365243,1,0,0,0,Medicine staff,3
5013281,M,N,Y,0,96700.0,State servant,Secondary / secondary special,Married,House / apartment,-15821,-1631,1,0,0,0,Laborers,2
5013282,F,N,N,0,59500.0,Working,Secondary / secondary special,Married,House / apartment,-12320,-2045,1,0,1,1,Medicine staff,2
5013283,F,N,Y,3,61400.0,Commercial associate,Higher education,Civil marriage,House / apartment,-21382,-6014,1,0,0,0,Cooking staff,5
5013284,M,N,N,1,81000.0,Working,Incomplete higher,Married,House / apartment,-22157,-678,1,0,0,1,Laborers,3
5013285,F,Y,Y,3,178200.0,Commercial associate,Higher education,Civil marriage,House / apartment,-23380,-1311,1,0,0,0,Laborers,5
5013286,F,N,N,1,68300.0,Working,Secondary / secondary special,Married,House / apartment,-13486,-327,1,1,1,0,Drivers,3
5013287,F,Y,Y,1,65500.0,State servant,Secondary / secondary special,Married,House / apartment,-12579,-1554,1,0,0,0,Managers,3
5013288,M,N,N,1,53800.0,State servant,Secondary / secondary special,Married,House / apartment,-15515,-921,1,0,1,0,nan,3
5013289,F,N,N,0,79800.0,Pensioner,Higher education,Married,With parents,-9051,365243,1,0,1,0,Core staff,2
5013290,M,N,N,0,108400.0,Working,Lower secondary,Married,House / apartment,-24549,-3,1,0,0,0,Drivers,2
5013291,M,N,N,0,68500.0,Working,Secondary / secondary special,Married,House / apartment,-13648,-3839,1,0,0,0,Managers,2
5013292,F,Y,N,4,64100.0,Commercial associate,Higher education,Married,House / apartment,-8506,-919,1,1,1,0,Managers,6
5013293,F,N,N,0,51100.0,Working,Secondary / secondary special,Married,House / apartment,-8687,-1994,1,0,0,0,High skill tech staff,2
5013294,M,N,N,0,49800.0,Working,Secondary / secondary special,Civil marriage,With parents,-10828,-2513,1,1,1,0,Managers,2
5013295,F,Y,Y,1,38100.0,Pensioner,Secondary / secondary special,Married,Rented apartment,-21262,365243,1,0,0,0,Laborers,3
5013296,F,Y,N,0,56800.0,Working,Lower secondary,Single / not married,House / apartment,-10175,-602,1,1,0,1,Security staff,1
5013297,F,N,N,0,52500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-12231,-227,1,0,0,1,Core staff,2
5013298,F,N,Y,0,151000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-19227,-168,1,0,1,1,Core staff,2
5013299,F,Y,N,2,156700.0,State servant,Secondary / secondary special,Married,House / apartment,-8262,-1616,1,0,1,0,High skill tech staff,4
5013300,F,N,N,0,29100.0,Pensioner,Secondary / secondary special,Married,House / apartment,-23426,365243,1,0,1,0,Managers,2
5013301,M,Y,N,0,59400.0,State servant,Secondary / secondary special,Married,House / apartment,-20913,-1152,1,0,1,0,Drivers,2
5013302,M,Y,N,0,31000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-24252,365243,1,0,0,0,Managers,2
5013303,M,N,Y,0,84400.0,Working,Lower secondary,Married,Rented apartment,-23496,-321,1,1,0,0,Sales staff,2
5013304,F,Y,Y,0,65900.0,State servant,Secondary / secondary special,Married,Municipal apartment,-12392,-2384,1,1,1,0,Managers,2
5013305,F,N,Y,3,46000.0,Working,Secondary / secondary special,Married,House / apartment,-18021,-1326,1,0,1,0,Laborers,5
5013306,M,Y,Y,0,153800.0,Working,Secondary / secondary special,Married,House / apartment,-12121,-4097,1,0,0,0,nan,2
5013307,M,Y,N,0,91100.0,Working,Secondary / secondary special,Married,House / apartment,-14750,-3026,1,0,1,0,Drivers,2
5013308,F,Y,Y,3,30600.0,Pensioner,Secondary / secondary special,Married,House / apartment,-25493,365243,1,0,0,0,Core staff,5
5013309,M,N,N,2,151300.0,State servant,Incomplete higher,Single / not married,Municipal apartment,-11491,-806,1,0,0,0,Accountants,3
5013310,F,N,N,0,43600.0,Working,Higher education,Single / not married,Co-op apartment,-22263,-2237,1,1,1,0,Cooking staff,1
5013311,M,N,N,0,96400.0,Working,Secondary / secondary special,Married,House / apartment,-22285,-506,1,0,1,0,Core staff,2
5013312,F,Y,Y,2,141100.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-10691,365243,1,0,0,1,Sales staff,4
5013313,F,N,Y,0,68900.0,Working,Secondary / secondary special,Married,Rented apartment,-8948,-681,1,0,0,0,Managers,2
5013314,M,N,Y,1,41800.0,Pensioner,Secondary / secondary special,Married,House / apartment,-23167,365243,1,0,1,0,Core staff,3
5013315,F,N,Y,0,78900.0,Working,Higher education,Married,House / apartment,-13045,-537,1,0,1,0,Medicine staff,2
5013316,M,N,N,0,199100.0,Working,Secondary / secondary special,Married,With parents,-20776,-368,1,0,1,0,Drivers,2
5013317,F,N,N,1,142100.0,Working,Academic degree,Single / not married,With parents,-18630,-6380,1,1,0,1,Laborers,2
5013318,F,Y,Y,0,59900.0,Working,Secondary / secondary special,Widow,Rented apartment,-8302,-1693,1,0,1,1,nan,1
5013319,M,N,N,0,54500.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-11705,365243,1,0,0,0,Drivers,1
5013320,F,N,Y,2,116300.0,State servant,Lower secondary,Married,House / apartment,-15076,-199,1,0,1,0,Cooking staff,4
5013321,F,N,N,0,60300.0,Working,Secondary / secondary special,Married,Office apartment,-24897,-501,1,0,1,0,Managers,2
5013322,M,Y,Y,0,28600.0,Pensioner,Secondary / secondary special,Married,House / apartment,-18294,365243,1,0,0,0,Drivers,2
5013323,M,Y,N,1,148900.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-23554,-491,1,1,0,0,Managers,2
5013324,F,N,Y,1,92000.0,Working,Secondary / secondary special,Married,House / apartment,-15901,-485,1,0,1,1,Sales staff,3
5013325,F,Y,Y,0,105500.0,Commercial associate,Higher education,Single / not married,House / apartment,-11382,-25,1,0,1,0,Core staff,1
5013326,F,Y,Y,1,150400.0,Commercial associate,Incomplete higher,Married,House / apartment,-20471,-4879,1,1,0,0,nan,3
5013327,F,N,Y,0,43700.0,Working,Higher education,Single / not married,House / apartment,-16740,-34,1,0,1,0,Core staff,1
5013328,F,N,N,1,65900.0,Working,Secondary / secondary special,Married,Municipal apartment,-9990,-3361,1,0,1,0,Managers,3
5013329,F,N,Y,2,95900.0,Student,Secondary / secondary special,Single / not married,House / apartment,-10250,-1385,1,0,0,1,Laborers,3
5013330,F,N,N,2,118000.0,Commercial associate,Lower secondary,Married,House / apartment,-15551,-397,1,0,0,1,nan,4
5013331,F,Y,N,1,97000.0,Working,Higher education,Single / not married,Municipal apartment,-20570,-1605,1,0,1,0,Drivers,2
5013332,F,N,N,0,76700.0,Working,Secondary / secondary special,Civil marriage,Office apartment,-21509,-4222,1,1,0,0,Security staff,2
5013333,M,Y,N,0,31900.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-8527,-2187,1,1,1,0,Drivers,2
5013334,M,N,Y,0,50600.0,Working,Secondary / secondary special,Married,House / apartment,-12455,-808,1,0,1,0,Medicine staff,2
5013335,M,N,Y,0,110300.0,Working,Lower secondary,Single / not married,House / apartment,-17325,-2246,1,0,0,0,Managers,1
5013336,M,Y,N,0,57300.0,Working,Higher education,Widow,Rented apartment,-20508,-155,1,0,1,0,Managers,1
5013337,M,Y,Y,3,67700.0,Working,Secondary / secondary special,Married,Co-op apartment,-17007,-1796,1,0,0,0,Managers,5
5013338,F,N,Y,2,104200.0,Commercial associate,Higher education,Married,House / apartment,-9998,-648,1,0,0,0,Laborers,4
5013339,F,Y,N,0,47100.0,Working,Secondary / secondary special,Civil marriage,With parents,-21058,-780,1,0,0,1,Sales staff,2
5013340,F,Y,Y,1,41100.0,Working,Higher education,Married,House / apartment,-23484,-1110,1,0,1,0,nan,3
5013341,F,N,N,2,72700.0,Working,Incomplete higher,Married,House / apartment,-10315,-3860,1,0,0,0,High skill tech staff,4
5013342,M,N,N,0,61900.0,Working,Higher education,Married,House / apartment,-22093,-3885,1,0,1,0,nan,2
5013343,M,Y,Y,0,81000.0,Working,Secondary / secondary special,Married,House / apartment,-9106,-919,1,0,1,0,Core staff,2
5013344,M,N,N,0,48000.0,Commercial associate,Higher education,Married,Rented apartment,-23102,-1156,1,0,0,0,Managers,2
5013345,F,N,Y,0,57500.0,Working,Secondary / secondary special,Married,House / apartment,-8330,-1478,1,0,1,0,Laborers,2
5013346,M,Y,Y,1,99700.0,Working,Secondary / secondary special,Single / not married,House / apartment,-13839,-64,1,0,0,0,High skill tech staff,2
5013347,M,N,N,4,178900.0,Pensioner,Higher education,Separated,House / apartment,-15243,365243,1,1,0,0,Medicine staff,5
5013348,M,Y,N,0,77200.0,Working,Higher education,Single / not married,House / apartment,-20568,-592,1,1,1,0,Accountants,1
5013349,F,N,N,1,98900.0,Working,Higher education,Civil marriage,Rented apartment,-14720,-476,1,1,0,0,Laborers,3
5013350,M,N,N,0,91100.0,Working,Higher education,Married,House / apartment,-18412,-634,1,0,0,1,Core staff,2
